年齡,工作,婚姻,學歷,連絡方式,最後聯絡時間,聯絡次數,消費價格指數,消費信心指數,訂購
55.0,服務業,單身,高職,市話,832.0,12,97.623,14.9,頻繁
52.0,經理,單身,大學,手機,134.0,4,65.404,3.0,從未
60.0,藍領,離婚,國中,市話,86.0,8,99.874,46.0,頻繁
42.0,經理,未知,大學,市話,610.0,7,96.293,-18.4,偶爾
41.0,學生,已婚,博士,市話,673.0,7,94.000,1.9,一次
20.0,經理,未知,高中,手機,874.0,7,80.979,-25.1,頻繁
62.0,主管,未知,高職,市話,67.0,3,98.162,-47.1,一次
59.0,未知,離婚,專科,市話,493.0,12,80.762,20.3,一次
67.0,未知,已婚,高職,手機,423.0,1,88.963,9.4,從未
20.0,無業,未知,小學,手機,221.0,12,64.809,-43.1,頻繁
55.0,經理,單身,國中,市話,980.0,9,69.223,1.5,一次
57.0,技術員,已婚,專科,手機,547.0,9,62.146,-13.2,從未
46.0,學生,未知,高中,市話,808.0,6,83.781,20.1,從未
48.0,藍領,已婚,國中,市話,22.0,4,85.359,-31.6,一次
57.0,企業家,單身,高職,市話,960.0,6,78.448,-1.2,一次
46.0,藍領,單身,小學,市話,479.0,3,61.791,-15.6,一次
51.0,學生,未知,博士,市話,201.0,9,84.555,-44.1,從未
51.0,未知,已婚,高職,手機,678.0,10,74.547,-42.3,頻繁
21.0,退休,已婚,國中,市話,277.0,7,88.427,-6.3,頻繁
45.0,家管,離婚,大學,手機,855.0,11,93.846,18.7,偶爾
51.0,藍領,已婚,高中,手機,183.0,11,90.865,-25.9,頻繁
65.0,技術員,未知,專科,手機,64.0,1,94.724,9.8,偶爾
53.0,退休,離婚,專科,手機,213.0,3,70.896,-37.5,偶爾
42.0,退休,離婚,小學,市話,925.0,11,76.208,-5.4,頻繁
48.0,企業家,已婚,博士,手機,446.0,3,61.133,-28.8,頻繁
62.0,服務業,未知,高中,手機,334.0,1,96.693,-10.3,一次
37.0,未知,離婚,高中,市話,373.0,11,94.947,17.7,頻繁
48.0,主管,已婚,大學,手機,621.0,7,77.899,11.1,從未
23.0,退休,單身,大學,市話,966.0,9,99.983,-28.6,從未
48.0,經理,已婚,專科,手機,215.0,2,93.652,27.3,頻繁
48.0,學生,未知,博士,市話,100.0,1,85.525,35.9,偶爾
22.0,服務業,已婚,小學,市話,141.0,1,78.619,-18.7,一次
35.0,技術員,已婚,國中,市話,557.0,10,65.665,-46.3,一次
45.0,藍領,單身,博士,手機,122.0,7,65.408,38.2,一次
45.0,技術員,已婚,博士,手機,823.0,1,94.711,23.5,偶爾
45.0,企業家,已婚,高職,手機,144.0,3,66.187,47.6,一次
59.0,企業家,已婚,專科,市話,163.0,10,69.797,-31.7,一次
26.0,自僱人士,離婚,大學,手機,439.0,5,67.841,1.2,頻繁
44.0,自僱人士,單身,國中,手機,795.0,7,98.021,29.5,從未
63.0,自僱人士,離婚,小學,市話,234.0,8,98.958,-1.4,從未
48.0,經理,已婚,專科,手機,288.0,8,96.941,2.5,從未
69.0,經理,離婚,高職,手機,96.0,1,74.536,-19.8,一次
68.0,無業,未知,小學,市話,217.0,6,78.922,-27.8,一次
56.0,學生,離婚,大學,手機,623.0,4,72.755,18.9,偶爾
31.0,學生,離婚,高職,手機,305.0,10,88.210,-16.1,從未
57.0,經理,未知,高中,市話,240.0,2,60.636,-11.4,偶爾
53.0,經理,離婚,大學,手機,984.0,8,96.999,-33.7,從未
30.0,技術員,離婚,高中,手機,207.0,1,75.719,18.9,偶爾
56.0,藍領,單身,小學,市話,230.0,4,70.893,48.7,一次
67.0,主管,未知,博士,手機,29.0,4,73.415,40.6,偶爾
27.0,自僱人士,單身,小學,手機,137.0,9,68.686,24.6,一次
27.0,退休,未知,高中,手機,888.0,12,69.468,-1.3,一次
68.0,學生,離婚,高職,手機,438.0,1,75.232,-37.3,一次
31.0,技術員,已婚,大學,市話,183.0,5,79.714,25.3,從未
41.0,學生,離婚,專科,市話,246.0,8,84.177,-38.0,從未
40.0,自僱人士,未知,博士,市話,196.0,1,81.263,-1.4,頻繁
35.0,技術員,未知,高職,市話,455.0,4,99.802,-46.9,偶爾
32.0,學生,單身,高中,手機,973.0,2,77.293,-30.6,頻繁
49.0,服務業,未知,國中,手機,344.0,5,80.149,47.6,一次
34.0,經理,未知,專科,手機,811.0,4,89.440,-26.1,偶爾
33.0,經理,未知,專科,手機,731.0,2,68.571,0.8,一次
21.0,退休,離婚,小學,市話,661.0,8,65.340,23.5,偶爾
21.0,主管,離婚,高中,市話,337.0,7,65.120,34.0,從未
59.0,退休,單身,高職,手機,161.0,4,93.100,13.8,一次
44.0,企業家,單身,博士,市話,373.0,5,85.554,45.3,偶爾
35.0,未知,未知,小學,市話,426.0,9,68.764,21.0,一次
44.0,企業家,離婚,大學,手機,108.0,4,92.762,44.6,一次
29.0,服務業,離婚,大學,市話,718.0,4,77.153,-9.0,從未
48.0,未知,已婚,小學,手機,370.0,8,97.088,-25.7,一次
69.0,主管,已婚,高職,市話,534.0,6,61.584,8.5,一次
21.0,未知,單身,國中,市話,777.0,12,78.206,11.9,頻繁
27.0,藍領,單身,高職,市話,107.0,3,75.060,-11.1,從未
69.0,經理,離婚,高中,手機,177.0,4,77.092,8.0,頻繁
37.0,自僱人士,已婚,國中,市話,535.0,2,96.630,39.7,偶爾
23.0,經理,未知,專科,手機,199.0,8,73.362,44.7,一次
23.0,學生,已婚,博士,市話,86.0,1,94.155,4.8,頻繁
56.0,未知,未知,高職,市話,995.0,2,97.292,35.5,頻繁
60.0,藍領,單身,博士,市話,431.0,1,61.929,-39.7,一次
54.0,企業家,離婚,博士,手機,82.0,2,79.482,44.6,一次
26.0,家管,單身,小學,手機,341.0,10,62.255,-32.3,偶爾
61.0,服務業,離婚,博士,市話,580.0,9,92.233,32.2,一次
20.0,自僱人士,離婚,專科,市話,907.0,4,88.593,-18.8,偶爾
66.0,未知,未知,高中,市話,373.0,2,78.711,7.8,頻繁
39.0,自僱人士,單身,大學,市話,23.0,3,99.257,40.4,頻繁
22.0,學生,未知,專科,手機,747.0,10,98.012,-34.8,頻繁
39.0,學生,未知,小學,市話,105.0,9,90.646,-45.0,從未
68.0,退休,已婚,高中,市話,502.0,1,71.045,24.1,偶爾
26.0,無業,單身,高職,手機,502.0,9,73.739,0.8,從未
20.0,家管,已婚,高職,手機,714.0,9,73.995,-4.6,頻繁
32.0,家管,離婚,高職,市話,852.0,8,64.181,26.7,從未
34.0,學生,單身,專科,手機,110.0,5,69.143,29.0,從未
51.0,學生,離婚,國中,市話,566.0,3,92.131,5.4,一次
65.0,退休,單身,高職,手機,466.0,6,68.418,-3.6,一次
54.0,技術員,已婚,專科,市話,39.0,5,91.376,20.6,從未
56.0,學生,單身,國中,市話,641.0,7,70.625,-26.7,頻繁
36.0,經理,已婚,小學,手機,298.0,3,86.767,47.9,偶爾
59.0,退休,單身,大學,市話,212.0,3,61.591,40.6,從未
49.0,主管,單身,高中,手機,759.0,11,84.323,-31.9,一次
54.0,藍領,未知,專科,市話,836.0,11,75.993,-48.7,從未
30.0,技術員,未知,專科,市話,735.0,1,99.220,13.4,偶爾
41.0,無業,未知,國中,市話,756.0,4,74.536,48.4,偶爾
53.0,主管,未知,專科,市話,108.0,5,84.294,-47.3,頻繁
32.0,主管,單身,高職,手機,783.0,5,90.021,-33.9,一次
24.0,未知,未知,高中,市話,188.0,4,76.573,19.0,一次
46.0,無業,已婚,博士,手機,925.0,5,66.258,-43.6,頻繁
32.0,藍領,單身,博士,手機,475.0,3,83.963,-29.9,頻繁
55.0,自僱人士,離婚,小學,市話,276.0,8,95.449,18.6,一次
31.0,自僱人士,離婚,高中,市話,701.0,8,90.846,4.7,偶爾
28.0,家管,離婚,國中,手機,190.0,2,79.420,35.9,偶爾
42.0,學生,單身,高中,市話,118.0,10,63.287,-43.8,頻繁
36.0,家管,單身,小學,市話,889.0,5,60.032,-21.9,頻繁
68.0,自僱人士,未知,博士,手機,521.0,7,95.556,2.9,從未
65.0,技術員,已婚,小學,市話,86.0,10,72.066,-12.4,偶爾
43.0,家管,單身,專科,市話,564.0,10,64.146,39.1,偶爾
44.0,服務業,未知,專科,市話,175.0,9,91.484,28.3,頻繁
60.0,自僱人士,已婚,高職,市話,770.0,11,88.459,-23.4,從未
30.0,自僱人士,單身,高職,市話,307.0,3,92.135,42.5,偶爾
65.0,服務業,已婚,小學,手機,400.0,5,74.530,5.0,從未
43.0,未知,未知,博士,手機,881.0,11,89.561,-13.1,偶爾
64.0,技術員,單身,高職,市話,825.0,4,95.795,-42.6,一次
24.0,經理,離婚,高職,市話,280.0,2,71.856,25.3,從未
35.0,退休,未知,專科,手機,878.0,5,89.945,-45.7,從未
48.0,企業家,已婚,高中,手機,884.0,3,60.541,-34.5,從未
42.0,主管,未知,博士,手機,960.0,6,90.892,-41.9,頻繁
64.0,退休,未知,小學,手機,736.0,7,60.707,-27.0,一次
69.0,家管,離婚,高中,市話,926.0,10,87.888,39.2,一次
68.0,服務業,未知,大學,手機,354.0,9,96.536,-32.1,一次
25.0,經理,單身,博士,手機,185.0,6,88.789,-40.3,從未
34.0,經理,單身,博士,手機,77.0,11,98.494,-43.5,偶爾
42.0,退休,未知,博士,手機,862.0,3,70.674,40.6,從未
68.0,主管,單身,大學,市話,633.0,5,80.603,28.9,一次
54.0,無業,離婚,大學,市話,287.0,1,98.562,-7.8,頻繁
21.0,技術員,已婚,高職,手機,380.0,6,74.194,24.5,一次
62.0,企業家,單身,博士,手機,552.0,8,82.526,40.1,一次
59.0,主管,已婚,高職,市話,955.0,2,98.298,-42.9,頻繁
44.0,無業,已婚,大學,手機,908.0,11,86.336,41.3,從未
48.0,退休,離婚,高職,市話,989.0,1,61.554,-27.9,偶爾
24.0,家管,單身,高職,手機,410.0,8,68.769,-11.5,從未
41.0,無業,離婚,專科,市話,909.0,5,77.323,-21.1,從未
54.0,家管,單身,專科,手機,993.0,6,84.503,9.7,偶爾
45.0,未知,已婚,博士,市話,258.0,8,89.045,39.6,頻繁
43.0,服務業,未知,高中,手機,232.0,5,98.161,-47.2,一次
55.0,學生,單身,高中,市話,217.0,3,99.135,-24.3,偶爾
58.0,服務業,已婚,專科,手機,234.0,7,76.449,-44.9,一次
28.0,主管,單身,國中,手機,987.0,12,89.628,-36.7,偶爾
61.0,企業家,單身,高中,手機,333.0,11,93.744,-48.5,一次
59.0,退休,已婚,高中,市話,964.0,1,89.861,-31.0,頻繁
60.0,無業,已婚,博士,市話,671.0,2,91.143,8.9,偶爾
48.0,藍領,已婚,大學,手機,890.0,4,84.881,32.5,頻繁
28.0,企業家,單身,高職,手機,555.0,8,93.337,47.1,頻繁
20.0,藍領,離婚,專科,市話,212.0,8,82.589,37.8,偶爾
63.0,服務業,已婚,博士,手機,229.0,7,98.222,49.9,一次
29.0,技術員,已婚,博士,手機,913.0,6,88.385,-44.5,偶爾
23.0,企業家,未知,專科,市話,742.0,12,67.642,-24.3,偶爾
36.0,經理,已婚,專科,手機,27.0,12,69.086,41.5,一次
32.0,技術員,未知,國中,手機,550.0,11,81.738,-25.8,頻繁
22.0,退休,單身,小學,市話,128.0,4,84.883,1.0,偶爾
40.0,家管,已婚,大學,手機,878.0,11,62.144,35.1,一次
55.0,家管,單身,高職,手機,676.0,9,66.215,-13.2,從未
58.0,服務業,單身,小學,手機,526.0,8,89.553,-49.9,從未
62.0,自僱人士,已婚,專科,手機,393.0,11,74.563,-40.7,一次
35.0,自僱人士,離婚,高中,市話,835.0,9,98.375,41.3,頻繁
55.0,藍領,未知,大學,手機,552.0,4,90.803,-3.5,從未
32.0,無業,離婚,高職,市話,638.0,5,65.355,-1.8,一次
40.0,服務業,離婚,大學,手機,486.0,7,85.921,-34.0,一次
59.0,服務業,離婚,博士,手機,674.0,5,70.782,-11.0,頻繁
30.0,無業,離婚,國中,市話,469.0,8,66.438,30.8,偶爾
27.0,企業家,已婚,高中,手機,610.0,5,71.620,-34.8,偶爾
55.0,退休,未知,專科,手機,296.0,3,96.028,38.0,從未
48.0,自僱人士,已婚,大學,市話,826.0,8,87.364,22.1,偶爾
31.0,家管,已婚,專科,市話,175.0,6,76.654,-31.9,頻繁
41.0,學生,未知,小學,市話,694.0,10,64.322,-9.4,一次
54.0,經理,單身,高職,市話,987.0,5,73.587,-0.1,頻繁
67.0,未知,離婚,博士,手機,106.0,1,85.381,24.1,頻繁
50.0,服務業,離婚,國中,市話,58.0,7,71.170,-27.2,從未
69.0,學生,單身,專科,手機,349.0,1,84.033,-22.8,一次
25.0,技術員,未知,高職,手機,577.0,9,78.071,20.5,一次
51.0,學生,已婚,高中,手機,203.0,8,67.886,-7.9,從未
68.0,服務業,未知,高中,市話,515.0,2,85.360,-35.4,偶爾
35.0,藍領,已婚,高中,手機,731.0,12,63.053,-12.6,偶爾
21.0,企業家,單身,大學,手機,735.0,8,67.289,36.3,偶爾
67.0,主管,未知,大學,手機,932.0,12,72.471,43.0,偶爾
43.0,經理,未知,大學,手機,938.0,10,87.828,-42.3,偶爾
58.0,學生,離婚,博士,手機,445.0,10,94.547,-19.8,一次
67.0,無業,未知,小學,市話,259.0,11,66.095,11.3,頻繁
61.0,主管,單身,小學,手機,411.0,12,80.530,35.0,頻繁
34.0,服務業,離婚,國中,市話,421.0,12,86.944,-43.0,從未
26.0,藍領,已婚,大學,手機,928.0,3,87.138,-4.1,偶爾
69.0,主管,單身,小學,市話,479.0,3,70.571,-25.9,偶爾
30.0,自僱人士,單身,博士,市話,316.0,3,63.530,-44.8,偶爾
35.0,經理,已婚,大學,手機,93.0,11,64.438,-20.6,從未
67.0,經理,單身,小學,市話,841.0,4,77.269,-28.9,頻繁
65.0,未知,未知,小學,市話,648.0,2,64.841,-27.1,頻繁
57.0,服務業,離婚,專科,市話,730.0,6,82.171,35.9,從未
66.0,學生,未知,專科,手機,298.0,12,62.611,23.5,偶爾
36.0,無業,已婚,高中,市話,45.0,9,91.624,37.0,偶爾
52.0,服務業,離婚,博士,手機,476.0,3,91.793,14.7,從未
31.0,藍領,已婚,國中,市話,732.0,3,84.990,17.3,從未
38.0,服務業,單身,博士,市話,388.0,9,91.450,20.5,頻繁
68.0,無業,單身,博士,手機,218.0,11,63.232,14.8,頻繁
31.0,退休,離婚,國中,手機,411.0,1,84.325,-15.3,從未
63.0,退休,離婚,博士,手機,871.0,5,74.876,-38.9,頻繁
33.0,經理,未知,博士,市話,321.0,5,82.925,-16.3,偶爾
46.0,學生,未知,博士,市話,540.0,5,67.380,-29.8,偶爾
20.0,無業,未知,高職,市話,30.0,11,90.350,-1.3,一次
51.0,服務業,離婚,大學,市話,595.0,3,65.131,-40.0,從未
50.0,無業,未知,小學,手機,197.0,12,61.941,20.3,頻繁
63.0,家管,單身,高職,手機,983.0,6,97.280,32.8,頻繁
58.0,家管,未知,專科,手機,748.0,12,92.623,4.2,一次
21.0,服務業,未知,專科,市話,498.0,5,91.125,-44.6,頻繁
67.0,自僱人士,離婚,專科,手機,67.0,9,66.946,-20.6,偶爾
57.0,經理,已婚,博士,市話,370.0,4,64.460,14.9,從未
42.0,退休,單身,高職,手機,441.0,5,73.575,29.9,偶爾
25.0,學生,離婚,博士,市話,63.0,2,79.249,-5.2,頻繁
41.0,主管,未知,專科,手機,329.0,12,97.854,-9.5,頻繁
31.0,經理,單身,國中,手機,852.0,3,85.134,-9.9,頻繁
29.0,無業,單身,國中,市話,965.0,12,65.680,-17.4,偶爾
45.0,主管,未知,小學,手機,887.0,7,81.789,12.9,偶爾
50.0,自僱人士,未知,大學,手機,484.0,1,94.988,-12.5,從未
30.0,經理,未知,高職,手機,758.0,10,81.362,1.6,從未
25.0,退休,未知,博士,手機,574.0,12,99.483,1.6,從未
43.0,家管,未知,博士,市話,873.0,3,64.523,18.0,頻繁
30.0,經理,未知,國中,市話,849.0,10,99.929,25.8,一次
25.0,經理,離婚,大學,市話,393.0,2,84.572,-23.3,頻繁
33.0,藍領,已婚,高職,手機,236.0,10,94.281,12.1,從未
57.0,技術員,單身,博士,手機,396.0,1,83.230,-0.1,頻繁
41.0,退休,已婚,小學,市話,557.0,3,77.640,-29.3,從未
67.0,企業家,未知,小學,市話,590.0,5,99.098,15.9,偶爾
45.0,藍領,離婚,專科,市話,989.0,6,70.516,-35.4,一次
59.0,技術員,已婚,高中,手機,838.0,3,65.975,-45.5,偶爾
29.0,技術員,單身,大學,手機,873.0,6,68.988,-21.0,偶爾
26.0,退休,單身,博士,手機,296.0,4,84.617,11.0,一次
59.0,無業,未知,專科,手機,52.0,10,78.353,5.6,從未
27.0,技術員,已婚,專科,手機,222.0,1,89.969,36.4,頻繁
68.0,主管,未知,國中,手機,850.0,7,73.723,0.6,頻繁
33.0,企業家,離婚,高中,手機,348.0,9,68.978,22.3,偶爾
57.0,學生,已婚,小學,手機,454.0,4,93.437,2.4,偶爾
42.0,家管,離婚,博士,手機,569.0,2,84.927,9.4,頻繁
47.0,企業家,單身,博士,市話,885.0,5,96.227,-3.3,偶爾
20.0,自僱人士,已婚,高職,市話,593.0,7,86.639,10.6,從未
35.0,服務業,單身,國中,手機,136.0,5,68.751,38.5,偶爾
52.0,自僱人士,已婚,高職,手機,855.0,5,69.297,-34.5,偶爾
34.0,家管,離婚,大學,市話,885.0,12,79.827,11.9,頻繁
38.0,家管,離婚,高中,手機,467.0,6,73.011,-23.5,頻繁
24.0,自僱人士,單身,高職,市話,295.0,6,70.543,0.3,一次
43.0,學生,已婚,國中,手機,33.0,5,91.375,19.1,從未
46.0,藍領,離婚,小學,市話,557.0,11,90.160,36.9,從未
67.0,退休,未知,高職,市話,573.0,10,71.283,6.7,偶爾
31.0,主管,已婚,博士,手機,437.0,8,86.678,1.1,偶爾
54.0,主管,已婚,小學,市話,312.0,2,84.251,-33.6,從未
37.0,主管,離婚,專科,市話,110.0,4,84.093,-30.8,偶爾
25.0,技術員,已婚,大學,市話,837.0,3,85.831,-34.2,一次
60.0,自僱人士,未知,高中,市話,889.0,6,77.341,26.5,一次
36.0,藍領,單身,專科,市話,55.0,6,91.673,20.2,一次
24.0,主管,離婚,高職,手機,946.0,6,77.899,12.8,一次
67.0,主管,單身,大學,手機,341.0,4,85.123,-0.4,頻繁
40.0,服務業,未知,博士,市話,524.0,6,60.906,40.8,偶爾
20.0,藍領,單身,高職,手機,538.0,11,61.362,-10.2,一次
37.0,退休,已婚,專科,手機,669.0,4,66.887,-44.0,一次
41.0,學生,未知,國中,市話,563.0,3,97.058,36.1,從未
53.0,技術員,離婚,高職,手機,365.0,4,91.846,-38.7,偶爾
50.0,退休,離婚,專科,手機,582.0,1,72.941,-20.6,從未
41.0,藍領,未知,高職,手機,603.0,7,88.393,35.0,偶爾
59.0,企業家,未知,博士,市話,332.0,7,90.957,-20.4,一次
43.0,企業家,未知,高職,市話,651.0,1,92.947,-3.8,頻繁
33.0,未知,已婚,博士,市話,209.0,3,69.575,22.6,偶爾
39.0,學生,單身,小學,市話,659.0,3,81.029,18.4,一次
24.0,家管,未知,高中,市話,282.0,6,82.998,-6.0,偶爾
23.0,家管,未知,小學,手機,893.0,5,90.663,41.4,一次
51.0,主管,離婚,大學,手機,531.0,12,95.595,49.3,從未
34.0,退休,未知,國中,手機,841.0,11,75.308,46.8,頻繁
29.0,自僱人士,未知,博士,市話,210.0,11,75.632,-37.5,一次
61.0,家管,已婚,博士,手機,230.0,3,70.327,48.1,頻繁
46.0,經理,已婚,國中,市話,435.0,5,66.745,10.5,從未
38.0,退休,離婚,大學,市話,107.0,7,74.235,22.7,從未
52.0,主管,單身,高中,市話,763.0,12,86.585,-6.4,頻繁
35.0,藍領,離婚,博士,手機,768.0,7,97.001,7.2,一次
23.0,企業家,單身,專科,手機,354.0,8,95.420,46.8,一次
68.0,經理,未知,國中,手機,398.0,4,67.194,-26.0,一次
51.0,企業家,離婚,專科,市話,807.0,5,79.333,12.5,偶爾
44.0,學生,已婚,高中,市話,436.0,6,98.135,41.9,偶爾
21.0,退休,離婚,國中,手機,117.0,6,80.126,-5.6,從未
49.0,企業家,單身,高中,手機,982.0,12,86.419,8.3,偶爾
59.0,服務業,單身,小學,手機,583.0,3,74.474,45.5,頻繁
21.0,經理,已婚,專科,市話,721.0,12,95.782,-32.0,偶爾
45.0,退休,未知,高中,市話,850.0,7,86.574,-32.6,從未
30.0,學生,離婚,博士,手機,122.0,3,62.588,33.7,頻繁
52.0,學生,未知,高中,手機,255.0,12,60.209,-47.8,頻繁
57.0,退休,離婚,高職,手機,303.0,12,68.979,-44.4,從未
57.0,無業,單身,大學,手機,110.0,3,77.252,39.8,從未
64.0,技術員,離婚,高職,市話,464.0,1,64.520,46.1,從未
50.0,經理,單身,小學,手機,815.0,2,90.191,9.3,頻繁
63.0,企業家,離婚,專科,手機,177.0,8,60.998,25.0,頻繁
21.0,退休,單身,高職,手機,860.0,9,66.942,-18.6,從未
63.0,企業家,離婚,小學,市話,359.0,4,77.728,-25.1,頻繁
52.0,服務業,單身,大學,手機,209.0,3,78.274,-16.5,偶爾
20.0,服務業,單身,博士,手機,395.0,2,61.531,18.3,從未
59.0,藍領,離婚,博士,市話,287.0,9,73.614,-34.4,頻繁
50.0,服務業,單身,專科,手機,433.0,8,67.508,33.8,一次
31.0,學生,未知,博士,市話,402.0,10,72.252,-45.4,一次
24.0,主管,單身,國中,市話,652.0,9,70.470,15.5,從未
50.0,主管,已婚,博士,市話,581.0,4,97.243,-22.2,一次
52.0,企業家,已婚,高中,市話,415.0,1,84.516,44.3,從未
45.0,自僱人士,已婚,專科,手機,74.0,11,92.461,-32.0,從未
33.0,企業家,離婚,國中,手機,952.0,8,67.794,3.6,偶爾
43.0,技術員,離婚,專科,手機,335.0,6,73.548,1.4,頻繁
55.0,退休,未知,小學,市話,536.0,11,84.223,-11.6,頻繁
25.0,學生,未知,專科,手機,454.0,5,76.141,3.5,偶爾
43.0,技術員,離婚,高中,市話,338.0,3,93.175,-30.9,從未
52.0,自僱人士,已婚,小學,市話,889.0,4,75.295,48.1,頻繁
31.0,藍領,未知,小學,市話,902.0,7,66.397,-0.6,一次
48.0,退休,未知,博士,手機,552.0,9,74.765,40.1,一次
34.0,無業,單身,大學,市話,273.0,1,79.271,-48.7,頻繁
59.0,企業家,單身,小學,手機,636.0,3,90.727,28.2,一次
42.0,退休,離婚,高職,手機,260.0,10,96.706,16.3,從未
52.0,無業,未知,高中,手機,646.0,12,89.075,-9.5,從未
67.0,技術員,未知,小學,手機,471.0,7,84.280,-10.7,從未
23.0,主管,單身,小學,手機,25.0,1,96.844,29.7,一次
68.0,自僱人士,未知,小學,手機,188.0,3,69.801,14.5,偶爾
59.0,自僱人士,單身,專科,市話,762.0,5,75.346,-47.0,頻繁
39.0,經理,未知,國中,市話,311.0,5,92.162,-6.0,頻繁
46.0,無業,單身,國中,手機,813.0,4,64.679,-16.3,頻繁
32.0,學生,離婚,高中,手機,391.0,11,71.671,-27.8,一次
28.0,退休,未知,國中,市話,564.0,3,76.442,-0.3,一次
54.0,企業家,離婚,高中,市話,216.0,6,73.060,0.5,頻繁
59.0,退休,已婚,小學,市話,75.0,11,64.366,48.7,偶爾
57.0,技術員,單身,高中,手機,973.0,5,98.822,49.8,偶爾
29.0,企業家,已婚,小學,市話,951.0,9,82.531,-19.8,一次
27.0,企業家,已婚,小學,手機,276.0,9,81.783,-9.7,從未
29.0,服務業,已婚,高職,市話,632.0,3,99.725,35.8,頻繁
55.0,主管,未知,高中,手機,376.0,7,92.795,38.0,一次
34.0,家管,未知,大學,手機,456.0,8,68.834,-31.8,從未
37.0,無業,離婚,小學,手機,151.0,8,98.839,24.2,從未
48.0,服務業,單身,小學,手機,596.0,4,95.243,32.5,一次
47.0,學生,單身,博士,手機,85.0,11,70.767,-20.3,從未
55.0,自僱人士,未知,小學,市話,449.0,6,91.607,22.5,頻繁
61.0,無業,單身,大學,市話,391.0,6,86.326,-7.6,頻繁
50.0,經理,已婚,高中,市話,367.0,8,62.747,-43.9,從未
45.0,經理,未知,小學,手機,110.0,4,96.449,-19.9,一次
32.0,企業家,單身,博士,市話,983.0,6,68.571,-35.8,頻繁
30.0,技術員,單身,高中,手機,396.0,7,60.120,-25.0,頻繁
34.0,主管,單身,專科,市話,140.0,1,90.730,-18.0,頻繁
28.0,藍領,單身,博士,市話,518.0,6,60.243,0.3,一次
28.0,技術員,已婚,專科,手機,413.0,1,86.302,-7.5,偶爾
22.0,學生,單身,大學,市話,32.0,1,70.139,-1.8,頻繁
58.0,藍領,離婚,高中,手機,884.0,1,66.199,46.6,偶爾
53.0,經理,離婚,大學,市話,200.0,2,83.557,-30.5,從未
56.0,企業家,已婚,專科,市話,862.0,9,84.627,-21.1,偶爾
24.0,無業,單身,高職,手機,259.0,12,72.053,-10.1,從未
41.0,自僱人士,已婚,博士,市話,185.0,6,77.101,23.2,偶爾
57.0,家管,單身,小學,市話,707.0,4,69.450,-36.3,一次
28.0,學生,單身,博士,手機,551.0,2,86.879,-22.2,從未
69.0,經理,單身,高職,市話,153.0,7,86.682,-32.7,一次
42.0,技術員,未知,高中,市話,69.0,8,92.750,1.0,一次
66.0,經理,單身,國中,市話,900.0,10,90.222,-28.6,頻繁
34.0,藍領,未知,高職,手機,320.0,4,94.863,-9.0,一次
27.0,退休,單身,高中,市話,601.0,7,97.411,30.3,頻繁
35.0,主管,已婚,高職,手機,377.0,6,60.403,-20.2,頻繁
36.0,企業家,已婚,博士,手機,543.0,9,92.307,6.9,頻繁
60.0,自僱人士,未知,小學,手機,815.0,12,68.737,4.4,頻繁
45.0,技術員,已婚,國中,手機,589.0,11,71.302,1.1,頻繁
37.0,技術員,離婚,高職,市話,84.0,12,67.988,5.5,從未
54.0,服務業,已婚,高職,手機,154.0,2,89.786,38.9,頻繁
30.0,技術員,離婚,高職,市話,902.0,5,64.474,-7.9,頻繁
37.0,藍領,單身,高職,市話,631.0,6,66.207,21.7,一次
69.0,技術員,離婚,小學,手機,653.0,1,66.203,34.4,頻繁
49.0,未知,單身,小學,手機,179.0,1,90.100,-26.5,一次
57.0,經理,已婚,國中,市話,702.0,10,85.431,-48.8,偶爾
44.0,服務業,未知,小學,手機,674.0,6,83.993,14.6,從未
25.0,學生,已婚,專科,市話,978.0,11,97.571,8.8,偶爾
54.0,經理,離婚,高職,市話,232.0,2,88.965,-32.8,一次
64.0,學生,離婚,國中,市話,264.0,7,79.552,-17.0,從未
59.0,企業家,離婚,博士,市話,615.0,1,69.139,21.0,一次
38.0,學生,離婚,專科,市話,623.0,2,85.747,-29.2,從未
32.0,企業家,未知,大學,手機,275.0,2,66.280,48.2,偶爾
68.0,學生,已婚,大學,手機,769.0,1,60.010,-12.0,頻繁
46.0,服務業,未知,高中,手機,136.0,11,72.296,-48.6,偶爾
38.0,家管,離婚,專科,手機,539.0,10,75.244,16.2,偶爾
27.0,家管,已婚,大學,市話,374.0,1,90.732,-5.8,從未
41.0,自僱人士,已婚,博士,市話,422.0,6,64.683,-22.1,從未
42.0,企業家,已婚,專科,手機,725.0,1,99.984,23.8,偶爾
52.0,退休,單身,高中,手機,514.0,11,99.939,15.7,一次
68.0,退休,未知,國中,手機,809.0,12,78.089,48.4,頻繁
24.0,無業,已婚,博士,市話,483.0,2,78.586,36.0,頻繁
69.0,學生,單身,大學,市話,369.0,3,74.496,19.5,頻繁
48.0,學生,離婚,高職,手機,912.0,10,78.124,-11.1,一次
29.0,經理,未知,博士,手機,122.0,3,86.595,-47.5,偶爾
43.0,技術員,單身,博士,手機,143.0,1,83.468,-21.9,偶爾
68.0,藍領,已婚,國中,市話,194.0,2,72.130,-46.0,從未
32.0,家管,未知,高職,手機,423.0,6,82.530,20.9,從未
63.0,無業,已婚,專科,市話,712.0,3,72.654,46.3,頻繁
38.0,家管,未知,高中,市話,439.0,1,70.043,-24.7,一次
